Order_ID,City,Category,Sales,Quantity,Order_Date
4990,Tanta,Food,460.0,6,2022-01-23
2772,Mansoura,Food,322.0,4,2022-04-29
3193,Cairo,Electronics,357.0,5,2022-11-05
1609,Cairo,Books,739.0,6,2022-07-09
1551,,Food,405.0,8,2022-11-22
4520,Tanta,Clothing,120.0,10,2022-11-22
3718,,Clothing,680.0,8,2022-05-13
3244,,Clothing,152.0,9,2022-12-15
934,Alex,Food,883.0,3,2022-06-12
2239,Tanta,Clothing,972.0,3,2022-09-18
4500,Giza,,277.0,8,2022-07-03
2618,,,375.0,2,2022-09-08
2077,,Clothing,434.0,1,2022-08-17
1814,Tanta,Clothing,405.0,10,2022-06-23
2018,Tanta,Books,70.0,10,2022-07-29
3278,Giza,Food,712.0,1,2022-11-26
1396,Alex,,153.0,8,2022-02-16
3008,Cairo,Books,981.0,4,2022-07-31
627,,Food,,7,2022-04-03
958,Mansoura,,691.0,10,2022-05-20
1188,Giza,Electronics,244.0,3,2022-10-16
2261,,,89.0,9,2022-11-24
453,Alex,Food,764.0,4,2022-01-11
286,Mansoura,Electronics,431.0,5,2022-07-22
25,Alex,Food,942.0,8,2022-08-21
780,Tanta,Books,756.0,10,2022-10-31
2898,Tanta,,197.0,9,2022-04-14
4230,Giza,Electronics,363.0,4,2022-01-01
1176,,Food,252.0,10,2022-04-26
1844,,Books,822.0,7,2022-06-28
149,Giza,Electronics,,3,2022-07-13
2392,Cairo,Clothing,737.0,8,2022-01-12
1740,Tanta,Food,645.0,2,2022-10-31
2626,Tanta,Clothing,756.0,9,2022-07-15
4525,Alex,Food,970.0,3,2022-10-09
2651,Mansoura,Electronics,154.0,7,2022-09-22
2002,Tanta,Electronics,297.0,4,2022-12-08
3216,Giza,Electronics,287.0,8,2022-11-28
1010,Giza,Electronics,255.0,5,2022-07-16
4004,Mansoura,Clothing,689.0,3,2022-05-11
3456,Cairo,Food,635.0,5,2022-04-26
3285,Alex,Books,613.0,3,2022-04-28
452,Alex,Food,735.0,5,2022-12-10
2131,Tanta,Food,791.0,1,2023-01-01
4557,Cairo,Food,493.0,3,2022-07-20
2931,Alex,Food,648.0,5,2022-05-11
559,Mansoura,Food,696.0,4,2022-05-16
2309,Tanta,Clothing,708.0,6,2022-08-04
717,Tanta,Food,793.0,4,2022-09-08
3198,Alex,,495.0,5,2022-01-15
1404,Mansoura,Food,140.0,5,2022-07-18
1092,Giza,Books,839.0,1,2022-11-27
512,Giza,Clothing,442.0,10,2022-10-09
2416,Cairo,Food,309.0,3,2022-09-26
1949,Cairo,Clothing,873.0,5,2022-02-14
1048,Mansoura,Clothing,585.0,5,2022-05-20
1753,Alex,Clothing,116.0,10,2022-06-09
164,Alex,Food,608.0,1,2022-12-01
3096,Cairo,Clothing,877.0,7,2022-01-28
3139,Giza,Food,830.0,1,2022-11-21
474,Tanta,Clothing,879.0,8,2022-04-05
4184,Mansoura,Food,299.0,3,2022-08-27
4617,Alex,Electronics,212.0,6,2022-01-29
2453,Mansoura,,331.0,2,2022-12-05
3973,Cairo,Electronics,384.0,4,2022-07-21
4066,Tanta,,62.0,3,2022-03-28
4011,Tanta,Books,,9,2022-10-21
2149,Mansoura,Food,543.0,2,2022-01-10
4284,Mansoura,,543.0,9,2022-11-13
4742,Cairo,Electronics,779.0,6,2022-03-01
3460,Tanta,Electronics,358.0,8,2022-12-29
1050,Cairo,,271.0,1,2022-10-18
614,Mansoura,Clothing,,4,2022-11-20
1333,Alex,Electronics,782.0,10,2022-03-29
4408,Giza,Clothing,374.0,2,2022-08-10
1273,Mansoura,Electronics,634.0,4,2022-02-25
4633,Cairo,Electronics,52.0,8,2022-09-05
634,Alex,Electronics,508.0,6,2022-09-25
96,Giza,Food,794.0,5,2022-11-05
3021,Giza,Books,492.0,8,2022-08-27
225,Alex,Books,100.0,9,2022-04-09
4126,Alex,Books,928.0,7,2022-04-10
800,Giza,Electronics,779.0,3,2022-12-23
3691,Tanta,Electronics,178.0,9,2022-11-02
1064,Alex,,993.0,3,2022-07-29
3039,Cairo,Food,670.0,7,2022-06-13
248,Cairo,Books,808.0,10,2022-11-14
4392,Mansoura,Food,87.0,8,2022-11-03
3093,Alex,Electronics,693.0,1,2022-11-06
185,Mansoura,Clothing,498.0,5,2022-01-30
1641,Giza,Food,318.0,1,2022-07-14
612,Mansoura,Food,293.0,1,2022-05-19
631,Tanta,Electronics,726.0,5,2022-09-03
2747,Alex,,,10,2022-05-23
525,,Food,616.0,5,2022-12-18
2257,Giza,Electronics,870.0,2,2022-06-18
3967,Giza,Clothing,821.0,8,2022-05-02
990,Alex,Food,554.0,8,2022-09-03
703,Tanta,Food,159.0,8,2022-04-25
3972,Alex,Clothing,362.0,1,2022-10-17
1798,Giza,,664.0,8,2022-07-18
1099,Mansoura,Books,955.0,4,2022-01-04
2727,,,160.0,4,2022-10-04
3532,,Books,663.0,9,2022-02-05
2284,Giza,,911.0,1,2022-03-31
1272,Alex,Food,208.0,9,2022-05-01
4426,Cairo,,627.0,8,2022-08-18
1326,,Electronics,65.0,2,2022-08-20
305,,Clothing,390.0,5,2022-03-02
694,Tanta,Books,490.0,8,2022-05-05
1289,,Electronics,688.0,4,2022-09-24
3141,Alex,Electronics,319.0,8,2022-10-02
1875,Giza,Electronics,674.0,10,2022-09-11
3011,Alex,Electronics,273.0,3,2022-06-07
2436,Alex,Books,667.0,9,2022-01-12
1115,Mansoura,Books,290.0,9,2022-03-02
4110,Mansoura,Books,993.0,10,2022-04-06
4834,Tanta,Clothing,488.0,8,2022-03-28
302,Mansoura,Food,,7,2022-07-06
1959,Mansoura,Clothing,61.0,5,2022-05-30
4102,Cairo,,880.0,6,2022-07-12
3871,Mansoura,Clothing,285.0,8,2022-09-23
1802,Cairo,Electronics,157.0,9,2022-11-15
1409,Tanta,Food,838.0,9,2022-06-23
1527,Mansoura,Food,,4,2022-07-26
2872,Mansoura,Electronics,108.0,7,2022-08-25
1737,Cairo,Food,445.0,4,2022-05-10
1779,Cairo,Clothing,835.0,9,2022-01-13
267,Alex,Food,145.0,6,2022-02-01
749,Giza,Food,220.0,10,2022-10-04
1344,Alex,Food,,8,2022-12-22
3498,Cairo,Books,301.0,10,2022-11-28
3557,Alex,Food,78.0,7,2022-12-17
2773,Mansoura,Books,248.0,1,2022-07-15
682,Mansoura,Books,984.0,1,2022-05-04
2445,Cairo,Clothing,566.0,3,2022-10-25
1746,Mansoura,Books,722.0,10,2022-07-27
3956,,Food,,3,2022-05-31
2350,Mansoura,Books,486.0,9,2022-12-07
42,Cairo,Books,928.0,4,2022-06-04
2150,Mansoura,Books,182.0,6,2022-09-05
3958,Alex,Electronics,617.0,2,2022-12-29
2868,Alex,Books,898.0,2,2022-03-18
2175,Giza,Books,283.0,4,2022-11-25
1640,,Electronics,500.0,2,2022-09-05
89,Tanta,Electronics,882.0,2,2022-07-06
2299,Giza,Clothing,373.0,4,2022-08-07
1393,,Clothing,846.0,10,2022-09-10
3743,Alex,Clothing,938.0,9,2022-04-10
402,Tanta,Clothing,561.0,4,2022-04-07
246,Mansoura,Clothing,59.0,10,2022-12-22
3015,Alex,Books,641.0,5,2022-04-23
3639,Tanta,Books,718.0,1,2022-12-09
4876,Alex,Electronics,771.0,5,2022-03-26
375,,Clothing,522.0,5,2022-02-05
3711,Mansoura,Books,234.0,8,2022-09-27
3489,Giza,Electronics,953.0,2,2022-07-19
1674,Mansoura,Food,,10,2022-05-20
4189,Giza,Food,,7,2022-11-29
1288,Giza,Books,604.0,1,2022-07-09
2665,Giza,Electronics,343.0,8,2022-10-06
3943,Alex,Food,490.0,10,2022-03-23
533,Alex,Electronics,,1,2022-05-21
3165,Giza,Books,762.0,10,2022-03-26
2134,Mansoura,Clothing,872.0,8,2022-11-14
2955,Mansoura,Electronics,,5,2022-07-29
3210,Cairo,Clothing,316.0,9,2022-08-04
3546,Alex,Clothing,,7,2022-08-23
328,Mansoura,,715.0,6,2022-04-25
3765,Cairo,Electronics,735.0,2,2022-01-22
2086,Tanta,,191.0,1,2022-03-25
2160,Tanta,Books,445.0,4,2022-10-08
3213,Giza,Food,780.0,10,2022-08-19
1327,Alex,Books,257.0,1,2022-07-02
120,Cairo,Food,659.0,4,2022-06-24
4292,Alex,Clothing,258.0,7,2022-04-19
721,Giza,Clothing,412.0,2,2022-01-17
4075,Mansoura,Clothing,167.0,5,2022-12-12
3432,Alex,Electronics,752.0,6,2022-03-05
2406,Mansoura,Food,333.0,1,2022-07-28
1055,Tanta,Food,438.0,5,2022-11-19
2661,Mansoura,,558.0,2,2022-09-23
817,Giza,Books,742.0,1,2022-01-01
877,,,921.0,2,2022-04-16
4575,Alex,Clothing,,2,2022-10-27
3953,Tanta,Electronics,284.0,3,2022-04-26
1036,Giza,,589.0,1,2022-11-10
1476,Mansoura,Clothing,833.0,7,2022-08-06
3642,Mansoura,Clothing,161.0,2,2022-08-04
4956,Giza,Food,79.0,9,2022-05-02
270,Cairo,Electronics,452.0,10,2022-12-13
973,Cairo,Books,269.0,5,2022-06-19
3752,Alex,Clothing,267.0,1,2022-04-21
914,Giza,Clothing,427.0,2,2022-11-21
574,Tanta,Electronics,171.0,3,2022-07-07
752,Mansoura,Clothing,62.0,1,2022-10-12
2631,Mansoura,Food,356.0,9,2022-06-22
3467,Giza,,684.0,3,2022-04-10
2486,,Clothing,552.0,2,2022-08-14
599,Tanta,Clothing,566.0,8,2022-05-21
1002,Tanta,Books,249.0,4,2022-09-27
671,Mansoura,Food,269.0,8,2022-03-09
1784,Mansoura,Electronics,59.0,9,2022-05-18
3305,Giza,,612.0,7,2022-03-18
2849,,Books,644.0,8,2022-09-23
1058,Giza,Clothing,345.0,2,2022-07-26
3613,Giza,,776.0,6,2022-04-19
2516,Giza,Electronics,940.0,6,2022-02-13
4254,,Clothing,215.0,8,2022-08-20
1864,Mansoura,,671.0,5,2022-06-17
3185,Alex,Clothing,752.0,8,2022-02-10
1182,Tanta,,728.0,1,2022-10-28
4842,Tanta,Food,860.0,4,2022-03-17
2943,,Clothing,934.0,8,2022-09-19
4542,Cairo,Electronics,497.0,10,2022-11-21
402,Tanta,Clothing,561.0,4,2022-04-07
4119,Alex,Clothing,,6,2022-09-06
4517,Tanta,Books,,6,2022-08-11
1918,Cairo,,80.0,5,2022-02-17
3024,Tanta,Food,828.0,5,2022-07-04
4809,Alex,Electronics,482.0,8,2022-03-28
1428,,Clothing,906.0,10,2022-07-20
57,Cairo,Clothing,,9,2022-06-30
100,Tanta,Electronics,837.0,6,2022-11-01
4051,Giza,Food,409.0,4,2022-12-01
1663,Mansoura,Electronics,220.0,1,2022-04-28
1731,Mansoura,Food,567.0,4,2022-11-21
1602,Alex,Clothing,483.0,6,2022-09-29
2298,Cairo,Books,496.0,9,2022-06-20
1129,Mansoura,Electronics,,5,2022-10-04
441,Alex,Electronics,688.0,9,2022-08-31
1630,Giza,Books,272.0,3,2022-10-30
292,Giza,Books,481.0,1,2022-05-09
3652,,Clothing,805.0,10,2022-12-10
3314,Mansoura,Books,208.0,5,2022-11-16
4255,Giza,Electronics,89.0,7,2022-07-13
2052,Mansoura,Clothing,885.0,8,2022-12-19
1508,Giza,Clothing,330.0,3,2022-07-17
350,Cairo,Electronics,239.0,4,2022-04-15
2503,Cairo,Clothing,162.0,9,2022-01-14
3753,Tanta,Electronics,657.0,10,2022-01-02
564,Cairo,,53.0,7,2022-03-24
2359,Cairo,Clothing,252.0,2,2022-12-09
3513,Giza,Clothing,372.0,9,2022-08-24
1916,,Food,932.0,5,2022-07-26
4926,Alex,Clothing,478.0,9,2022-06-20
1216,Tanta,,883.0,8,2022-09-23
567,Cairo,Electronics,420.0,2,2022-10-01
32,Giza,Clothing,,10,2022-02-06
4976,Alex,Clothing,376.0,5,2022-05-22
4546,Tanta,Food,,5,2022-03-08
3902,Tanta,Books,969.0,1,2022-02-25
3067,Cairo,Food,799.0,3,2022-03-26
1505,Giza,Clothing,108.0,3,2022-12-24
3650,Alex,Electronics,,5,2022-11-04
3337,Giza,Books,753.0,3,2022-07-08
2906,Tanta,Electronics,495.0,1,2022-06-19
4058,,Clothing,,3,2022-09-03
4772,Alex,Books,847.0,9,2022-07-21
2394,Alex,Food,,8,2022-05-04
2525,,Food,818.0,3,2022-06-29
689,Giza,Food,409.0,4,2022-02-06
575,Cairo,Electronics,547.0,3,2022-07-16
1397,,,432.0,3,2022-09-22
2402,Alex,Clothing,,9,2022-11-23
467,,Food,806.0,6,2023-01-01
2641,Giza,,122.0,9,2022-03-12
4757,Giza,Food,904.0,7,2022-11-29
4258,,Books,139.0,3,2022-07-31
3191,Tanta,Food,521.0,10,2022-10-10
341,Mansoura,,407.0,10,2022-02-04
4093,Giza,Electronics,,6,2022-08-03
4460,Alex,Electronics,225.0,4,2022-04-25
406,Alex,,53.0,9,2022-12-01
1570,Alex,,573.0,7,2022-03-09
1348,Giza,Electronics,194.0,1,2022-06-29
1692,Tanta,Food,975.0,8,2022-05-28
716,Cairo,Food,642.0,7,2022-12-03
157,Alex,Food,928.0,3,2022-04-27
4,Alex,Clothing,607.0,6,2022-01-21
4955,,,761.0,6,2022-02-23
264,Mansoura,Electronics,106.0,8,2022-06-04
1419,Giza,Clothing,,10,2022-10-04
819,Tanta,Electronics,544.0,6,2022-06-27
4724,Cairo,Food,632.0,9,2022-05-11
999,Mansoura,Electronics,,5,2022-08-04
4709,Tanta,,427.0,6,2022-05-18
2219,Tanta,Books,432.0,3,2022-01-21
2602,Cairo,Books,,5,2022-08-07
2833,Mansoura,Books,351.0,6,2022-03-04
383,Giza,Electronics,,9,2022-01-02
2950,,Clothing,994.0,2,2022-06-02
2851,Giza,Clothing,626.0,9,2022-07-26
1717,Cairo,Books,63.0,4,2022-09-30
2902,Alex,Electronics,653.0,6,2022-04-30
3805,Cairo,Food,186.0,7,2022-04-30
2185,,Electronics,,2,2022-08-21
883,Mansoura,Clothing,836.0,4,2022-12-20
3386,Alex,Food,872.0,5,2022-02-11
506,Mansoura,Electronics,566.0,4,2022-03-20
1139,Tanta,Food,,9,2022-12-22
1994,Giza,Electronics,710.0,5,2022-03-21
622,Giza,Books,359.0,1,2022-04-13
2294,Alex,Electronics,944.0,8,2022-10-14
3854,Tanta,Electronics,741.0,2,2022-12-30
515,Tanta,Clothing,754.0,1,2022-02-07
1981,Mansoura,Food,816.0,9,2022-05-18
2773,Mansoura,Books,248.0,1,2022-07-15
119,Cairo,Clothing,931.0,3,2022-04-03
2361,Giza,,763.0,7,2022-01-11
1806,Tanta,Clothing,,3,2022-01-14
808,Cairo,Food,541.0,9,2022-01-20
196,Tanta,Books,948.0,2,2022-06-14
3400,,Food,722.0,9,2022-08-21
3511,Cairo,Food,481.0,9,2022-07-31
2012,Mansoura,Books,506.0,3,2022-03-14
3031,Cairo,Food,561.0,4,2022-10-13
2800,Tanta,Electronics,369.0,3,2022-08-16
3394,Mansoura,Electronics,278.0,4,2022-11-25
2051,Mansoura,Clothing,818.0,4,2022-12-20
513,Alex,Electronics,203.0,5,2022-10-02
4330,Tanta,Electronics,367.0,2,2022-06-03
4586,Mansoura,Electronics,448.0,3,2022-03-12
3359,Mansoura,Electronics,,6,2022-07-02
3697,Giza,Books,192.0,4,2022-02-27
2479,Alex,Food,181.0,1,2022-01-22
983,Giza,Electronics,189.0,8,2022-02-03
4105,Cairo,Books,411.0,1,2022-04-13
321,Mansoura,Electronics,,5,2022-04-25
4795,Cairo,Clothing,158.0,8,2022-04-04
1771,,Electronics,901.0,5,2022-02-09
3357,Tanta,Electronics,949.0,7,2022-01-25
4942,Cairo,Electronics,562.0,1,2022-06-02
3177,Cairo,Clothing,456.0,1,2022-05-18
3792,Giza,Books,990.0,10,2022-11-27
1147,Giza,Clothing,965.0,1,2022-11-18
1850,Mansoura,Electronics,514.0,6,2022-08-31
4731,Tanta,,,7,2022-01-10
3315,Cairo,Books,732.0,6,2022-03-28
2275,Tanta,Clothing,101.0,5,2022-06-28
2615,Cairo,Electronics,223.0,5,2022-08-31
227,Alex,Books,755.0,6,2022-06-21
4936,Mansoura,Electronics,869.0,3,2022-05-27
700,Cairo,Books,509.0,3,2022-10-06
840,Giza,Clothing,,8,2022-02-20
1083,Giza,Clothing,687.0,4,2022-07-29
2564,Giza,Books,214.0,3,2022-12-04
3812,Cairo,Clothing,962.0,5,2022-01-09
1106,Cairo,Books,446.0,6,2022-01-30
2852,Alex,Electronics,868.0,6,2022-01-14
2682,Cairo,Clothing,904.0,7,2022-06-25
2249,Mansoura,Food,511.0,9,2022-08-22
1575,Giza,,984.0,6,2022-02-04
688,Mansoura,Electronics,126.0,2,2022-09-01
3991,,Clothing,740.0,9,2022-09-20
746,Cairo,Food,516.0,3,2022-04-13
869,Tanta,Books,232.0,6,2022-05-31
2614,Giza,Books,881.0,7,2022-01-11
2702,Giza,Electronics,162.0,7,2022-12-15
4549,Mansoura,,380.0,2,2022-07-02
3965,Cairo,Electronics,123.0,6,2022-03-22
1585,,Food,208.0,4,2022-10-26
1987,Tanta,Clothing,952.0,1,2022-04-09
2316,Giza,Food,433.0,4,2022-06-09
2945,Tanta,Food,244.0,9,2022-01-29
4280,Tanta,Electronics,672.0,9,2022-03-31
1511,Tanta,Food,,10,2022-11-01
2907,Cairo,Clothing,,2,2022-02-03
3187,Giza,,,7,2022-10-13
3768,Tanta,Electronics,470.0,5,2022-08-08
15,Giza,Electronics,113.0,3,2022-12-23
1563,Giza,Food,201.0,4,2022-04-12
1282,Giza,Food,869.0,9,2022-06-15
196,Tanta,Books,948.0,2,2022-06-14
4503,Tanta,Clothing,628.0,7,2022-12-19
4789,Mansoura,Clothing,138.0,4,2022-12-09
2021,Cairo,Electronics,671.0,5,2022-01-07
3537,Alex,Books,646.0,1,2022-01-05
4381,Tanta,Clothing,89.0,2,2022-04-17
3179,Mansoura,Books,263.0,10,2022-10-01
368,Tanta,Electronics,280.0,2,2022-05-03
4496,Cairo,Clothing,770.0,2,2022-04-05
45,Mansoura,Food,933.0,6,2022-07-17
813,Tanta,,,5,2022-06-30
2186,Cairo,Food,167.0,5,2022-07-07
1897,Cairo,Clothing,623.0,2,2022-11-14
4687,,Food,774.0,1,2022-10-31
948,Mansoura,Electronics,137.0,10,2022-06-14
4915,Cairo,Clothing,250.0,10,2022-03-16
457,Giza,Clothing,307.0,6,2022-03-10
2064,Alex,Electronics,958.0,8,2022-07-27
3460,Tanta,Electronics,358.0,8,2022-12-29
2320,Giza,Electronics,908.0,6,2022-05-14
2687,Giza,Food,869.0,10,2022-11-14
3576,Mansoura,,698.0,10,2022-06-11
3523,Cairo,,232.0,3,2022-03-21
582,Alex,Food,672.0,7,2022-07-17
2003,Mansoura,Clothing,132.0,4,2022-07-11
2457,Mansoura,Food,555.0,10,2022-06-22
626,Mansoura,Books,,6,2022-03-19
4131,Giza,Electronics,868.0,4,2022-02-16
733,,Books,379.0,7,2022-06-29
1851,Tanta,Books,732.0,3,2022-10-08
3194,,,435.0,8,2022-01-31
4966,Giza,,277.0,2,2022-12-22
4853,Cairo,Books,982.0,8,2022-10-17
4713,Alex,Food,,1,2022-11-16
3785,Giza,Food,661.0,9,2022-07-10
4874,Cairo,,646.0,9,2023-01-01
4418,Alex,Electronics,302.0,8,2022-11-29
1439,Mansoura,Clothing,822.0,8,2022-11-12
731,Cairo,Clothing,915.0,2,2022-03-14
4759,Mansoura,Electronics,,3,2022-01-17
3959,Alex,Electronics,154.0,4,2022-05-22
3019,Tanta,Food,341.0,3,2022-02-27
1455,Alex,Food,267.0,3,2022-12-26
4958,Alex,Clothing,800.0,7,2022-05-12
1478,Mansoura,Electronics,624.0,9,2022-02-21
507,Tanta,Clothing,443.0,10,2022-02-06
4941,Tanta,,313.0,6,2022-10-21
1901,Giza,Electronics,561.0,7,2022-03-29
2192,Cairo,Food,805.0,4,2022-05-09
2722,,Electronics,983.0,2,2022-07-08
118,Alex,Electronics,105.0,7,2022-01-27
540,Alex,Clothing,206.0,7,2022-05-27
4090,Mansoura,Clothing,791.0,4,2022-06-20
2120,Alex,Electronics,462.0,5,2022-02-24
4741,Mansoura,Clothing,942.0,3,2022-10-16
4246,Mansoura,Books,140.0,5,2022-03-16
2166,Tanta,Food,610.0,7,2022-10-29
3950,Tanta,Food,80.0,5,2022-07-06
3087,Alex,Books,741.0,10,2022-02-17
3900,,Food,478.0,3,2022-11-14
2144,Mansoura,Food,182.0,10,2022-02-18
727,Giza,Electronics,928.0,4,2022-08-25
3217,Cairo,Electronics,840.0,9,2022-12-12
186,Alex,Books,633.0,8,2022-09-24
4325,Mansoura,Electronics,333.0,5,2022-06-25
3977,Tanta,Books,306.0,4,2022-10-13
3494,Cairo,Food,725.0,2,2022-02-10
4185,Giza,Books,61.0,6,2022-01-03
2548,Giza,Electronics,522.0,10,2022-06-05
335,Giza,,692.0,8,2022-10-26
3677,Giza,Books,973.0,9,2022-10-06
2256,Cairo,Books,152.0,4,2022-05-06
1952,Cairo,Books,931.0,8,2022-11-02
3175,,Electronics,,5,2022-11-20
3412,,Books,256.0,5,2022-07-12
4135,,,314.0,5,2022-05-29
3840,Giza,Electronics,966.0,10,2022-06-11
853,Cairo,Food,974.0,8,2022-05-30
1470,Giza,Food,438.0,2,2022-06-19
2205,,Clothing,972.0,1,2022-12-03
2965,,Food,636.0,5,2022-06-07
2353,Giza,Food,497.0,2,2022-10-13
4022,Cairo,Electronics,859.0,5,2022-10-31
2732,Cairo,Clothing,556.0,8,2022-04-10
3601,Tanta,Food,508.0,8,2022-11-27
3330,Alex,Food,366.0,3,2022-05-13
1386,Giza,Clothing,191.0,7,2022-11-16
1890,Mansoura,,572.0,1,2022-03-05
4349,Cairo,Electronics,417.0,4,2022-09-17
3048,Mansoura,Electronics,671.0,7,2022-03-12
205,Giza,Electronics,870.0,8,2022-10-25
589,Tanta,Food,976.0,6,2022-11-23
880,Cairo,Books,578.0,6,2022-07-22
271,Giza,Books,480.0,6,2022-01-14
975,Tanta,Food,,8,2022-06-05
2834,Cairo,Clothing,972.0,9,2022-06-20
2303,Alex,,694.0,2,2022-12-30
3880,Mansoura,Electronics,123.0,3,2022-12-13
1588,Alex,Food,132.0,2,2022-04-25
1665,Mansoura,Clothing,,1,2022-09-26
154,Mansoura,Clothing,107.0,7,2022-03-23
1917,Cairo,Books,589.0,1,2022-07-31
4889,Cairo,Books,639.0,7,2022-03-22
1835,Alex,Electronics,676.0,10,2022-05-04
2161,Alex,Books,756.0,3,2022-06-20
2511,Giza,Electronics,,2,2022-12-06
4541,Giza,Books,986.0,8,2022-01-17
4607,Cairo,Food,228.0,5,2022-12-03
505,Tanta,Food,930.0,10,2022-11-25
451,Mansoura,Clothing,874.0,5,2022-11-04
1367,Cairo,Books,800.0,10,2022-05-09
3271,Mansoura,Books,401.0,5,2022-09-23
1500,Tanta,Electronics,765.0,10,2022-11-12
3586,Mansoura,Food,326.0,3,2022-11-09
2526,Tanta,Clothing,613.0,8,2022-07-25
1724,Tanta,Books,731.0,5,2022-08-03
693,Tanta,Food,,3,2022-11-09
3062,,Clothing,557.0,10,2022-02-28
3948,,Electronics,58.0,8,2022-03-05
4289,Giza,Electronics,460.0,6,2022-11-15
2836,Giza,Electronics,144.0,1,2022-12-22
2743,Tanta,Books,543.0,7,2022-07-10
4236,Tanta,Electronics,422.0,6,2022-11-12
4470,Mansoura,Books,986.0,3,2022-11-04
3119,Cairo,Food,896.0,2,2022-04-01
3079,Cairo,Electronics,885.0,1,2022-10-12
4015,Mansoura,Food,681.0,6,2022-08-16
4148,Giza,Electronics,336.0,2,2022-07-20
1930,Mansoura,Books,659.0,8,2022-10-01
387,Cairo,Clothing,193.0,8,2022-03-12
2416,Cairo,Food,309.0,3,2022-09-26
4130,Alex,Books,764.0,10,2022-05-03
3565,Cairo,Clothing,235.0,6,2022-11-25
253,Cairo,Electronics,157.0,9,2022-03-10
2327,Mansoura,Food,159.0,2,2022-04-20
1977,Giza,Electronics,531.0,10,2022-10-24
2749,Mansoura,Food,176.0,8,2022-03-12
3446,,,127.0,8,2022-01-04
2473,Tanta,Books,665.0,10,2022-09-10
4679,,Clothing,954.0,8,2022-01-22
1662,,Clothing,386.0,6,2022-06-16
3071,,Food,928.0,2,2022-11-23
376,,Food,600.0,4,2022-12-24
4837,Mansoura,Food,600.0,6,2022-11-30
544,Tanta,Clothing,168.0,4,2022-05-13
2302,Alex,Books,425.0,9,2022-10-14
3796,Mansoura,Electronics,589.0,4,2022-09-19
4754,Alex,Books,190.0,7,2022-11-13
3424,,Food,795.0,5,2022-10-27
4246,Mansoura,Books,140.0,5,2022-03-16
3302,Cairo,Books,960.0,5,2022-09-26
3407,Cairo,Books,71.0,3,2022-08-11
2039,Cairo,,656.0,9,2022-11-19
223,Cairo,Books,935.0,6,2022-06-21
280,Tanta,Clothing,816.0,8,2022-05-17
571,Alex,Books,,5,2022-08-27
1779,Cairo,Clothing,835.0,9,2022-01-13
565,Cairo,Electronics,61.0,3,2022-05-24
2465,Mansoura,Electronics,915.0,7,2022-07-21
4577,Tanta,Food,749.0,1,2022-11-08
2712,Alex,Books,291.0,6,2022-10-01
3375,Tanta,,834.0,3,2022-10-26
2071,Giza,Clothing,537.0,4,2022-04-03
4186,Giza,Food,54.0,9,2022-04-19
3013,Tanta,Clothing,158.0,1,2022-11-18
2723,Cairo,Clothing,786.0,9,2022-11-22
225,Alex,Books,100.0,9,2022-04-09
829,Tanta,Clothing,875.0,7,2022-12-10
2622,Cairo,Food,75.0,3,2022-01-24
1716,Tanta,Clothing,870.0,9,2022-09-07
2553,Giza,Clothing,441.0,2,2022-10-07
2962,Giza,,688.0,1,2022-08-13
466,Alex,Food,845.0,5,2022-01-21
153,Alex,Books,464.0,4,2022-12-04
3106,Cairo,Books,,10,2022-10-08
4295,Mansoura,Food,995.0,1,2022-03-11
4665,Tanta,Books,769.0,4,2023-01-01
821,Tanta,,726.0,3,2022-08-25
3808,Alex,Books,261.0,7,2022-04-13
214,,Electronics,490.0,9,2022-11-14
4187,Tanta,Clothing,208.0,8,2022-02-07
4313,Alex,Clothing,612.0,4,2022-10-27
4513,Mansoura,Clothing,589.0,5,2022-10-07
385,Tanta,Clothing,585.0,9,2022-10-12
4937,Giza,Electronics,946.0,9,2022-10-30
101,Alex,Electronics,804.0,5,2022-02-09
4715,Alex,Books,611.0,4,2022-08-17
4858,Giza,Electronics,998.0,5,2022-04-05
3581,Cairo,Clothing,,5,2022-04-25
3063,Mansoura,Electronics,409.0,9,2022-09-22
992,Alex,,904.0,8,2022-10-26
2281,Mansoura,Food,741.0,4,2022-11-17
2197,Alex,Electronics,764.0,9,2022-10-24
330,Mansoura,Clothing,468.0,4,2022-02-12
3635,Tanta,Electronics,393.0,6,2022-05-23
83,Mansoura,,,7,2022-11-19
3862,Alex,Electronics,96.0,10,2022-06-13
3934,Mansoura,Food,252.0,7,2022-10-13
3363,Tanta,Electronics,97.0,2,2023-01-01
3868,,Electronics,776.0,7,2022-04-14
2579,Alex,Electronics,448.0,4,2022-11-21
3214,Tanta,Clothing,,6,2022-09-25
4172,Alex,,646.0,2,2022-02-09
2731,Giza,Books,290.0,10,2022-10-23
1362,,Clothing,799.0,6,2022-05-08
1030,Tanta,Clothing,904.0,2,2022-12-18
413,Giza,Food,100.0,7,2022-05-07
2936,Giza,Books,129.0,6,2022-09-29
2691,Cairo,Food,576.0,8,2022-09-10
1101,Mansoura,Clothing,440.0,1,2022-01-20
1709,Cairo,Electronics,799.0,7,2022-12-13
26,Mansoura,Clothing,393.0,2,2022-11-06
2004,Alex,Electronics,581.0,2,2022-11-19
4977,Alex,Electronics,863.0,7,2022-10-13
4459,Alex,,94.0,6,2022-03-10
4746,Giza,Clothing,55.0,7,2022-01-15
2194,Alex,,85.0,10,2022-03-11
